id,name,number,latitude,longitude
7338653551721427961,Glasheen Road (Opp Flannery's Pub),242681,51.88566,-8.49994
7338653551721397341,Glasheen Road (Opp Service Station),212061,51.88391,-8.50471
7338653551721427971,Glasheen Road (Opposite Tara Lawn),242691,51.88668,-8.4968
7338653551721427981,Glasheen Road (The Orchards),242701,51.88794,-8.49484
7338653551721311481,Glasnevin (Harts Corner),126201,53.36684,-6.27233
7338653551721743021,Glasson (Grogans Bar),557741,53.47098,-7.8641
7338653551721742991,Glasson (The Villager),557711,53.47126,-7.86396
7338653551721640961,Gleeson St (Athlone Towncentre),455681,53.42505,-7.93487
7338653551721640781,Gleeson St (Opp Athlone Towncentre),455501,53.42502,-7.93468
7338653551721428851,Glen Ave ( Jnct with North Link Rd),243571,51.91192,-8.46794
7338653551721428871,Glen Avenue (Comeragh Park),243591,51.91114,-8.45875
7338653551721428891,Glen Avenue (Entrance to Mourne Ave),243611,51.91021,-8.45721
7338653551721428911,Glen Avenue (Jnct with Rathmore Rd),243631,51.91113,-8.46305
7338653551721428921,Glen Avenue (Mount Farran),243641,51.91187,-8.46824
7338653551721428881,Glen Avenue (Mourne Park),243601,51.91055,-8.45776
7338653551721428901,Glen Avenue (Opp Comeragh Park),243621,51.91121,-8.45907
7338653551721428861,Glen Avenue (St Brendans Church),243581,51.91124,-8.46287
7338653551721326111,Glenade (Church),140831,54.40081,-8.30513
7338653551721326081,Glenade (Opp Church),140801,54.40069,-8.30569
7338653551721722491,Glenamaddy (Garveys Pub),537211,53.60686,-8.56103
7338653551721718021,Glenamaddy (Opp Garveys Pub),532741,53.60699,-8.56077
7338653551721822501,Glenbeigh (Opp Towers Hotel),637221,52.05618,-9.94057
7338653551721536041,Glenbeigh (Towers Hotel),350761,52.05596,-9.94088
7338653551721430921,Glenbrook (Lucia Tce),245641,51.86806,-8.33259
7338653551721430901,Glenbrook (Opp Cross River Ferry),245621,51.85936,-8.33256
7338653551721430701,Glenbrook (Opp Lucia Tce),245421,51.86691,-8.33151
7338653551721430911,Glenbrook (Opp Wharf),245631,51.86424,-8.33222
7338653551721430721,Glenbrook (River Ferry Service),245441,51.85936,-8.3325
7338653551721417511,Glenbrook (Wharf),232231,51.86421,-8.33219
7338653551721815351,Glencar Cross (Eastbound),630071,54.32254,-8.42412
7338653551721745171,Glencar Cross (Westbound),559891,54.32253,-8.42405
7338653551721767441,Glencastle (Opp Topaz),582161,54.20794,-9.93439
7338653551721241121,Glencastle (Topaz),558821,54.20782,-9.93408
7338653551721187691,Glencolmcille (Folk Village),2411,54.70735,-8.74088
7338653551721187692,Glencolmcille (Folk Village),2412,54.70735,-8.74088
7338653551721325751,Glencolumbcille (Opp School),140471,54.70615,-8.72452
7338653551721325721,Glencolumbcille (School),140441,54.70616,-8.72456
7338653551721717971,Glencorrib (Church),532691,53.51103,-9.17241
7338653551721705721,Glencorrib (Opp Church),520441,53.511,-9.17247
7338653551721317061,Glenealy (Kings Bar),131781,52.96651,-6.14488
7338653551721291761,Glenealy (Opp Kings Bar),106481,52.96657,-6.14475
7338653551721816401,Glenfarne (Clancys),631121,54.28433,-7.98386
7338653551721816311,Glenfarne (Kettys Bar),631031,54.28616,-8.00487
7338653551721744761,Glenfarne (Opp Clancys),559481,54.28426,-7.98382
7338653551721815281,Glenfarne (Opp Kettys Bar),630001,54.28579,-8.00387
7338653551721437351,Glenflesk (St Agnes Church),252071,52.01249,-9.36112
7338653551721820441,Glenflesk (Top Garage),635161,52.01244,-9.36129
7338653551721187612,Glengarriff (Bus Depot),2332,51.74949,-9.553
7338653551721187611,Glengarriff (Bus Depot),2331,51.74949,-9.553
7338653551721441311,Glengarriff (Glengarriff Pharmacy),256031,51.75018,-9.54991
7338653551721400351,Glengarriff (Opp Amenity Park),215071,51.75028,-9.54732
7338653551721718471,Glengola Bridge (Eastbound),533191,53.42369,-9.37884
7338653551721718001,Glengola Bridge (Westbound),532721,53.4238,-9.37853
7338653551721426891,Glenheights Park Terminus,241611,51.9178,-8.46321
7338653551721536541,Glenmore (Northbound),351261,52.35356,-7.02288
7338653551721536741,Glenmore (Southbound),351461,52.35352,-7.02299
7338653551721431731,Glenthorn (Glenheights Square B),246451,51.91951,-8.46131
7338653551721397381,Glenthorn (Glenheights Square),212101,51.91933,-8.46093
7338653551721428991,Glenthorn Drive (Northbound),243711,51.91956,-8.46424
7338653551721428781,Glenthorn Drive (Southbound),243501,51.9196,-8.46411
7338653551721428971,Glenthorn Road (Northbound),243691,51.91935,-8.4672
7338653551721428791,Glenthorn Road (Southbound),243511,51.91915,-8.46696
7338653551721326671,Glenties (Market Hall),141391,54.79514,-8.28159
7338653551721325931,Glenties (Paper Shop),140651,54.79654,-8.28256
7338653551721291541,Glenview (Glenview Hotel),106261,53.14679,-6.12495
7338653551721287591,Glenview (Opp Glenview Hotel),102311,53.14596,-6.12414
7338653551721291521,Glenview (Opp Glenview Park),106241,53.11397,-6.10755
7338653551721291531,Glenview (Willow Grove),106251,53.12118,-6.11003
7338653551721483601,Glenville (Kennedys Pub),298321,52.04419,-8.42564
7338653551721517481,Glin (Conways Hotel),332201,52.57088,-9.2847
7338653551721417551,Glounthane (Church),232271,51.9113,-8.33685
7338653551721430121,Glounthane (Opp Church),244841,51.91134,-8.33699
7338653551721416991,Glounthane (Opp Rail Station),231711,51.91159,-8.3254
7338653551721430111,Glounthane (Rail Station),244831,51.91137,-8.32511
7338653551721295041,Glyntown (Glyntown Heights),109761,51.92375,-8.39006
7338653551721295021,Glyntown Rd (Ardcarrig),109741,51.92523,-8.38235
7338653551721295031,Glyntown Rd (Chestnut Meadows),109751,51.92395,-8.38641
7338653551721640951,Golden Island (Opp Pitch),455671,53.42105,-7.93023
7338653551721640791,Golden Island (Pitch),455511,53.4211,-7.93012
7338653551721742981,Golden Island (Shopping Centre),557701,53.42068,-7.93398
7338653551721685471,Golden Island SC (Moldova),500191,53.42132,-7.93263
7338653551722184847,Goleen (Bus Parking),2372,51.49479,-9.71084
7338653551721187652,Goleen (Bus Parking),2371,51.49479,-9.71084
7338653551721421371,Goleen (Lobster Pot Bar),236091,51.49521,-9.71139
7338653551721400901,Goleen (Post Office),215621,51.49509,-9.71141
7338653551721795031,Golf Links Rd (Fox Hollow),609751,52.65443,-8.56497
7338653551721795051,Golf Links Rd (Kilbane Estate),609771,52.66192,-8.56898
7338653551721188801,Gorey (Bus Parking),3521,52.67553,-6.2952
7338653551721188802,Gorey (Bus Parking),3522,52.67553,-6.2952
7338653551721540811,Gorey (Main St - Gerry's Supermarket),355531,52.67551,-6.29503
7338653551721540401,Gorey (Main St - Whitmore Jewellers),355121,52.67551,-6.29503
7338653551721540821,Gorey (Rail Station),355541,52.67203,-6.29246
7338653551721318121,Gormanstown Cross (Northbound),132841,53.63597,-6.22176
7338653551721285981,Gormanstown Cross (Southbound),100701,53.63581,-6.22128
7338653551721820631,Gort (AIB),635351,53.06712,-8.81918
7338653551721820741,Gort (Market Square),635461,53.06712,-8.81918
7338653551721190331,Gort Depot (The Square),5051,53.06774,-8.81518
7338653551721190332,Gort Depot (The Square),5052,53.06774,-8.81518
7338653551721710971,Gort na Bro (B&Q Retail Park),525691,53.27176,-9.0967
7338653551721516931,Gortatlea Cross (Northbound),331651,52.22299,-9.57219
7338653551721516641,Gortatlea Cross (Southbound),331361,52.22301,-9.57221
7338653551721326141,Gortinar (Grotto),140861,54.34064,-8.22627
7338653551721326121,Gortinar (Opp Grotto),140841,54.34079,-8.22593
7338653551721756311,Gortletteragh (Church),571031,53.88349,-7.81909
7338653551721756421,Gortletteragh (Opp Church),571141,53.88343,-7.8192
7338653551721718071,Gortmore (Crossroad Westbound),532791,53.38671,-9.61149
7338653551721718041,Gortmore (National School),532761,53.38722,-9.6122
7338653551721718081,Gortnaleen (Eastbound),532801,53.64051,-8.68224
7338653551721718091,Gortnaleen (Westbound),532811,53.6405,-8.68239
7338653551721321371,Gowran (Opposite Power's),136091,52.62834,-7.07016
7338653551721535831,Gowran (Powers Quick Pick),350551,52.62819,-7.07061
7338653551721641091,Grace Park Rd (DSP),455811,53.42444,-7.92966
7338653551721641331,Grace Park Rd (Opp DSP),456051,53.42484,-7.9303
7338653551721537941,Gracedieu Road (Carn Glas),352661,52.26436,-7.13246
7338653551721537931,Gracedieu Road (Gael Scoil),352651,52.26322,-7.12755
7338653551721537971,Gracedieu Road (Opp Carn Glas),352691,52.26469,-7.13422
7338653551721537981,Gracedieu Road (Post Office),352701,52.26252,-7.12529
7338653551721290231,Granard (Harpers Lodge),104951,53.77746,-7.49614
7338653551721321181,Granard (Hotel),135901,53.77755,-7.49608
7338653551721425971,Grand Parade (Argos),240691,51.89836,-8.47562
7338653551722184421,Grand Parade (Caseys Furniture),241481,51.89668,-8.47456
7338653551721426741,Grand Parade (City Library),241461,51.89648,-8.47469
7338653551721428031,Grand Parade (Daybreak),242751,51.89679,-8.47461
7338653551721426351,Grange (Dunvale),241071,51.86724,-8.46733
7338653551721425981,Grange (Frankfield Estate),240701,51.86726,-8.46657
7338653551721740411,Grange (Langs Main Street),555131,54.39307,-8.52338
7338653551721325351,Grange (Opp Langs (Main Street),140071,54.39307,-8.52337
7338653551721788331,Grange (Opp The Hamlet),603051,52.54022,-8.54724
7338653551721520271,Grange (Opp. St. Mary's Church),334991,51.98981,-7.73992
7338653551721401611,Grange (St. Mary's Church),216331,51.98966,-7.74
7338653551721522451,Grange (The Hamlet Limerick),337171,52.54018,-8.54712
7338653551721522631,Grange Cross (Eastbound),337351,52.23349,-6.74237
7338653551721522651,Grange Cross (Westbound),337371,52.23338,-6.74197
7338653551721324721,Grange Cross Louth (Northbound),139441,54.00484,-6.17763
7338653551721324891,Grange Cross Louth (Southbound),139611,54.00474,-6.17754
7338653551721293231,Grange Drive Muirheavna (No 39),107951,53.99034,-6.38041
7338653551721426331,Grange Road (Belle Vue West),241051,51.86673,-8.46082
7338653551721426311,Grange Road (Clifton),241031,51.86724,-8.4531
7338653551721426281,Grange Road (East Outbound),241001,51.86977,-8.44258
7338653551721426321,Grange Road (Frankfield Church),241041,51.86691,-8.45727
7338653551721426031,Grange Road (Grange Heights),240751,51.86788,-8.45007
7338653551721426291,Grange Road (Grangewood Court),241011,51.86919,-8.44565
7338653551721426011,Grange Road (Medical Centre),240731,51.86698,-8.45765
7338653551721538291,Grange Road (Opp St Otterans Hospital),353011,52.24817,-7.1031
7338653551721425991,Grange Road (Opp Woodlands),240711,51.86702,-8.46348
7338653551721426041,Grange Road (Opposite Off Licence),240761,51.8684,-8.44839
7338653551721426001,Grange Road (Park Gate East),240721,51.86684,-8.46015
7338653551721426301,Grange Road (Pinecroft Estate),241021,51.86781,-8.44983
7338653551721538211,Grange Road (St. Otteran's Hospital),352931,52.24816,-7.10312
7338653551721426021,Grange Road (Supervalu),240741,51.86734,-8.45331
7338653551721426341,Grange Road (Woodlands East),241061,51.86689,-8.46309
7338653551721324201,Grangebellew (Dohertys Pub),138921,53.81605,-6.33562
7338653551721287861,Green Cross (Westbound),102581,53.32032,-6.62908
7338653551721524111,Green Field Cross (North),338831,52.22702,-6.4407
7338653551721524121,Green Field Cross (South),338841,52.22678,-6.44022
7338653551721324491,Greengates Cross (Northbound),139211,53.95743,-6.38584
7338653551721324521,Greengates Cross (Southbound),139241,53.95598,-6.38533
7338653551721480911,Greenhills,295631,52.6729,-8.66867
7338653551721324851,Greenore (Opp Post Office),139571,54.03137,-6.13264
7338653551721287301,Greenore (Post Office Euston St.),102021,54.03202,-6.13312
7338653551721289831,Greens Cross (The Cobbs Eastbound),104551,53.31733,-6.63855
7338653551721318841,Greens Cross (The Cobbs),133561,53.31728,-6.63858
7338653551721287871,Greens Cross Eastbound,102591,53.3203,-6.62926
7338653551721420941,Grenagh (Clonard Ave Opp Village Inn),235661,52.01076,-8.61101
7338653551721401171,Grenagh (Clonard Ave Village Inn),215891,52.01071,-8.61104
7338653551721285511,Grooms,100231,53.56707,-6.20945
7338653551721422231,Gurranabraher Rd (Templeacre Jctn),236951,51.90556,-8.48995
7338653551721718181,Gurteen (Centra),532901,53.99608,-8.52266
7338653551721816681,Gurteen (Opp Centra),631401,53.99603,-8.52267
7338653551721738411,Gurteen (Pharmacy),553131,53.99594,-8.52259
7338653551721738421,Gurteen (Valaries Shop),553141,53.9959,-8.52263
7338653551721287291,Gyles Quay Cross (Northbound),102011,53.99752,-6.23986
7338653551721324941,Gyles Quay Cross (Southbound),139661,53.99715,-6.24027
7338653551721293941,Hackets Cross (Opp St Michaels Church),108661,53.79817,-6.25453
7338653551721319301,Hacketstown (Kealys),134021,52.86522,-6.55839
7338653551721321511,Hacketstown (Opp Kealys),136231,52.86534,-6.55851
7338653551721318861,Haggardstown (Opp Sextons),133581,53.96313,-6.38704
7338653551721316521,Haggardstown (Sextons),131241,53.96271,-6.38679
7338653551721538461,Half Way House (northbound stop),353181,52.20593,-7.11614
7338653551721516541,Half Way House (southbound stop),331261,52.20698,-7.11609
7338653551721400911,Halfway (Opp Ramble Inn),215631,51.80459,-8.56978
7338653551721437531,Halfway (Ramble Inn),252251,51.80451,-8.57013
7338653551721320091,Hamlet Lane,134811,53.61578,-6.1989
7338653551721531091,Hanrahans Cross (Moy House),345811,52.91631,-9.34637
7338653551721520631,Hanrahans Cross (N67),335351,52.91631,-9.34627
7338653551721399061,Harbour View Road (Bakers Rd Junction),213781,51.90685,-8.4968
7338653551721422161,Harbour View Road (Carbery Grove),236881,51.90619,-8.50123
7338653551721484241,Harbour View Road (Hollyhill Ind Estate),298961,51.90375,-8.51334
7338653551721422181,Harbour View Road (Knock Ave Jctn),236901,51.90696,-8.49789
7338653551721484271,Harbour View Road (Medical Centre),298991,51.9052,-8.50416
7338653551721399151,Harbour View Road (Opp Carbery Grove),213871,51.90599,-8.50159
7338653551721421921,Harbour View Road (TMS Com College),236641,51.90456,-8.50469
7338653551721308831,Harlockstown (Eastbound),123551,53.49674,-6.40357
7338653551721308821,Harlockstown (Westbound),123541,53.49673,-6.40298
7338653551721788641,Harmony Row Ennis (County Library),603361,52.8464,-8.98579
7338653551721743861,Harrisons Cross (Northbound),558581,54.15068,-9.10253
7338653551721743781,Harrisons Cross (Southbound),558501,54.1507,-9.10252
7338653551721294601,Harry Reynolds Rd (Ashfield Green),109321,53.61355,-6.19441
7338653551721294571,Harry Reynolds Rd (Graveyard),109291,53.60834,-6.1931
7338653551721294561,Harry Reynolds Rd (Opp Jaffa's),109281,53.6043,-6.1894
7338653551721294591,Harry Reynolds Rd (Westbrook Drive),109311,53.60974,-6.1939
7338653551721320051,Hastings Green Roundabout,134771,53.61332,-6.20937
7338653551721421411,Haulbowline (Naval Base),236131,51.83911,-8.30179
7338653551721430771,Haulbowline (NMCI),245491,51.8313,-8.30608
7338653551721430781,Haulbowline (Opp NMCI),245501,51.83125,-8.30535
7338653551721708041,Hawthorn Drive (Rowan Ave),522761,53.27307,-9.01883
7338653551721708181,Hawthorne Drive (Arbutus Ave Jctn),522901,53.27247,-9.0236
7338653551721708031,Hawthorne Drive (Blackthorn Pk),522751,53.27241,-9.02151
7338653551721708171,Hawthorne Drive (Opp Blackthorn Pk),522891,53.27229,-9.02131
7338653551721708161,Hawthorne Drive (Opp Rowan Ave),522881,53.27287,-9.01864
7338653551721423061,Hazelwood (Bank of Ireland),237781,51.93093,-8.39783
7338653551721397321,Hazelwood (Community School),212041,51.93154,-8.38293
7338653551721397571,Hazelwood (Football Pitch),212291,54.26956,-8.41772
7338653551721295001,Hazelwood (Oakfield),109721,51.93183,-8.39076
7338653551721536971,Hazelwood (Opp Community School),351691,51.93157,-8.38304
7338653551721294991,Hazelwood (Opp Shopping Centre),109711,51.93133,-8.39488
7338653551721744371,Hazelwood (Shopping Centre),559091,51.93142,-8.39375
7338653551721293271,Hazelwood Ave (Bay Estate),107991,53.9975,-6.37429
7338653551721705711,Headford (Joyce Supermarket),520431,53.46894,-9.10698
7338653551721718201,Headford (Opp Joyce Supermarket),532921,53.46883,-9.10684
7338653551721709201,Headford Rd (Ballinfoyle Mews),523921,53.29237,-9.03804
7338653551721709351,Headford Rd (Brookedale),524071,53.29073,-9.04057
7338653551721709081,Headford Rd (Church),523801,53.29081,-9.04073
7338653551721709371,Headford Rd (Dunnes Stores),524091,53.28522,-9.04599
7338653551721709001,Headford Rd (Galway Retail Park),523721,53.28048,-9.04925
7338653551721709381,Headford Rd (Galway Shopping Centre),524101,53.28106,-9.04861
7338653551721709011,Headford Rd (Opp Dunnes Stores),523731,53.28468,-9.04648
7338653551721708991,Headford Rd (Opp Woodquay),523711,53.27661,-9.05248
7338653551721709091,Headford Rd (Sceilig Ard),523811,53.29231,-9.03843
7338653551721709391,Headford Rd (Woodquay),524111,53.27663,-9.05239
7338653551721418431,Healys Bridge (R579 Eastbound),233151,51.91019,-8.57825
7338653551721417611,Healys Bridge (R579 Westbound),232331,51.91027,-8.57846
7338653551722082801,Help Industries-Tramore Road,897511,51.87681,-8.48125
7338653551721794461,Hennessy Ave (No 44),609181,52.67608,-8.63595
7338653551721537791,Hennessys Road (Outside No 58),352511,52.25081,-7.12526
7338653551721793321,Henry St (Garda Station),608041,52.66179,-8.63089
7338653551721792101,Henry Street (Dunnes Stores),606821,52.66365,-8.62894
7338653551721741691,Henrys Cross (Northbound),556411,54.12485,-8.73934
7338653551721741891,Henrys Cross (Southbound),556611,54.12478,-8.73914
7338653551721519331,Herbertstown (Bootwell House),334051,52.51804,-8.46849
7338653551721519491,Herbertstown (Opp Bootwell House),334211,52.51798,-8.4686
7338653551721792621,High Rd (Thomondgate (Opp No 65),607341,52.67097,-8.63245
7338653551721792691,High Road (No 90),607411,52.67109,-8.63269
7338653551721737301,High Street (Friary Chapel),552021,54.26915,-8.47333
7338653551721538121,Hillview (Crescent Drive 1 Inbound),352841,52.25793,-7.13594
7338653551721538101,Hillview (Crescent Drive 1 Outbound),352821,52.25777,-7.13583
7338653551721538281,Hillview (Crescent Drive 2 Inbound),353001,52.25952,-7.13697
7338653551721538271,Hillview (Crescent Drive 2 Outbound),352991,52.2595,-7.13699
7338653551721294501,Hoey's Lane (DKIT),109221,53.98658,-6.39275
7338653551721294491,Hoey's Lane (Doolargy Est),109211,53.98695,-6.38132
7338653551721484231,Hollyhill (Apple),298951,51.90528,-8.51558
7338653551721421931,Hollyhill (Hillcrest Estate),236651,51.90254,-8.50684
7338653551721421941,Hollyhill (Hollywood Estate),236661,51.90233,-8.51052
7338653551721484261,Hollyhill (National Learning Net),298981,51.90359,-8.51327
7338653551721422151,Hollyhill (Opp Hillcrest Estate),236871,51.90265,-8.5068
7338653551721422141,Hollyhill (Opp Hollywood Estate),236861,51.90241,-8.51054
7338653551721705801,Hollymount (Hollymount Stores),520521,53.66048,-9.1175
7338653551721718211,Hollymount (Old Oak Pub),532931,53.66032,-9.11756
7338653551721524871,Holy Cross School (Tramore),339591,52.16093,-7.16771
7338653551721337601,Horseleap (Opp Paddy Ryans Pub),152321,53.39259,-7.58169
7338653551721335941,Horseleap (Paddy Ryans Pub),150661,53.39252,-7.58149
7338653551721738251,Horseleap Cross (Eastbound),552971,53.46593,-8.66604
7338653551721737711,Horseleap Cross (Westbound),552431,53.46587,-8.66674
7338653551721519361,Hospital (Community Hall),334081,52.4723,-8.4324
7338653551721519531,Hospital (Funeral Home),334251,52.47619,-8.43203
7338653551721519521,Hospital (O'Sullivans Shop Main St),334241,52.47193,-8.43251
7338653551721519511,Hospital (Opp Funeral Home),334231,52.47616,-8.43171
7338653551721519501,Hospital (Opposite Scoil Iosagain),334221,52.48014,-8.43252
7338653551721718221,Howleys Cross (Northbound),532941,54.1716,-9.10157
7338653551721743791,Howleys Cross (Southbound),558511,54.17129,-9.10149
7338653551721294721,Hunterstown (Opp Travellers Rest),109441,53.82797,-6.53365
7338653551721294751,Hunterstown (Travellers Rest),109471,53.82735,-6.53334
7338653551721285601,Huntsman Inn,100321,53.64095,-6.23591
7338653551721523041,Hurlers Cross (Eastbound),337761,52.7095,-8.84097
7338653551721521831,Hurlers Cross (Westbound),336551,52.70985,-8.847
7338653551721793381,Hyde Ave Limerick (No 6),608101,52.64985,-8.62827
7338653551721793391,Hyde Ave Limerick (Opp No 39),608111,52.64854,-8.63006
7338653551721793461,Hyde Rd (Meagher Close),608181,52.65654,-8.62489
7338653551721793431,Hyde Rd (No 39),608151,52.64847,-8.63033
7338653551721793441,Hyde Rd (No 66),608161,52.64999,-8.62823
7338653551721793451,Hyde Rd (No 76),608171,52.65283,-8.62583
7338653551721793501,Hyde Rd (Post Office),608221,52.65821,-8.6252
7338653551721794021,Hyde Rd Limerick (No 167),608741,52.6552,-8.62471
7338653551721321321,IKEA Ballymun,136041,53.40452,-6.26536
7338653551721536931,Inagh (Opp Service Station),351651,52.87788,-9.1756
7338653551721536141,Inagh (Service Station),350861,52.8778,-9.17584
7338653551721545301,Inch (Kerry) (eastbound stop),360021,52.14271,-9.98103
7338653551721822731,Inch (Kerry) (westbound stop),637451,52.14263,-9.98093
7338653551721519541,Inch St Lawrence,334261,52.58986,-8.50488
7338653551721519431,Inch St Lawrence (Pub),334151,52.58969,-8.50525
7338653551721420461,Inchigeela (Eastbound),235181,51.84237,-9.12662
7338653551721416011,Inchigeela (Westbound),230731,51.8423,-9.12649
7338653551721537681,Infirmary (Jacobs Shop),352401,52.25373,-7.10913
7338653551721537561,Infirmary (Opposite Jacobs Shop),352281,52.25394,-7.10915
7338653551721426181,Infirmary Road (St Johns College),240901,51.89318,-8.46587
7338653551721524231,Inistioge (Church Main St),338951,52.4888,-7.06546
7338653551721525231,Inistioge (Opp Church Main St),339951,52.48875,-7.06543
7338653551721420361,Inniscarra (Top Service Station),235081,51.89296,-8.62307
7338653551721417731,Inniscarra Bar (Westbound),232451,51.89266,-8.62359
7338653551721417771,Innishannon (Bernard Car Sales),232491,51.76471,-8.65701
7338653551721400551,Innishannon (Wolfe & Co Solicitors),215271,51.76486,-8.65694
7338653551721295371,Inniskeen (Church),110091,54.00288,-6.5921
7338653551721295361,Inniskeen (Opp Church),110081,54.00286,-6.5941
7338653551721292761,Inniskeen (Opp School),107481,54.00314,-6.57956
7338653551721295351,Inniskeen (Post Office),110071,54.00333,-6.58052
7338653551721720511,Inverin (Opp SuperValu),535231,53.24603,-9.36357
7338653551721718261,Inverin (SuperValu),532981,53.246,-9.36368
7338653551721425521,Iona Pk (Opp Mayfield Family Practice),240241,51.911,-8.43724
7338653551721738361,Ireland West Airport (Knock),553081,53.91408,-8.81263
7338653551721705971,Islandeady Cross (Eastbound),520691,53.81811,-9.3932
7338653551721738271,Islandeady Cross (Westbound),552991,53.81811,-9.39304
7338653551721337391,Jack Whites Cross (Opp Pub),152111,52.88221,-6.09938
7338653551721337561,Jack Whites Cross (Pub),152281,52.88188,-6.09906
7338653551721428201,Jacobs Island (Sanctuary Rd Inbound),242921,51.88233,-8.39462
7338653551721428191,Jacobs Island (Sanctuary Rd Outbound),242911,51.88243,-8.39478
7338653551721428181,Jacobs Island (The Sanctuary),242901,51.88457,-8.39347
7338653551721319471,James Connolly Hospital (DB Stop 2294),134191,53.3899,-6.37049
7338653551721319571,James Connolly Hospital (DB Stop 6179),134291,53.38956,-6.37075
7338653551721743101,Jamestown (Church),557821,53.92684,-8.02943
7338653551721743131,Jamestown (Opp Church),557851,53.92683,-8.02952
7338653551721792561,Janesboro (13 Marian Ave),607281,52.65284,-8.61905
7338653551721792431,Janesboro (No 20 Marian Ave),607151,52.65281,-8.61904
7338653551721792441,Janesboro (No 31 Colbert Ave),607161,52.65127,-8.62092
7338653551721792451,Janesboro (No 38 O Donoghue Ave),607171,52.64944,-8.62012
7338653551721320541,Japanese Gardens,135261,53.14426,-6.90063
7338653551721744451,Jinks Cross (Ballisodare Jctn),559171,54.22873,-8.47159
7338653551721744461,Jinks Cross (Dromahair Jctn),559181,54.22873,-8.47159
7338653551721685461,John Broderick St (Bus Stop),500181,53.42224,-7.93495
7338653551721706271,John Street (Florist),520991,54.2704,-8.47617
7338653551721537691,John Street (Geoffs),352411,52.25819,-7.1118
7338653551721537551,John Street (Woodman Bar),352271,52.25701,-7.11129
7338653551721538201,Johns Hill (Opp St Patricks Hospital),352921,52.25059,-7.10512
7338653551721538071,Johns Hill (St. Patricks Hospital),352791,52.25126,-7.10565
7338653551721537611,Johns Park (Butlers Comm. Centre),352331,52.23955,-7.10683
7338653551721537591,Johns Park (Opp Candy Store),352311,52.24503,-7.1092
7338653551721537601,Johns Park (Opp Londis),352321,52.24233,-7.10769
7338653551721317231,Johnstown (Centra),131951,53.2357,-6.62513
7338653551721289531,Johnstown (Opp Centra),104251,53.23626,-6.6237
7338653551721312121,Johnstown Meath (Church),126841,53.63639,-6.64785
7338653551721323001,Johnstown Meath (Opp Church),137721,53.63651,-6.64788
7338653551721744741,Jordans Cross (Dunleavys Shop),559461,54.35486,-8.60619
7338653551721774091,Jordans Cross (Opp Jordans Pub),588811,54.35506,-8.6064
7338653551721317901,Julianstown (Jctn Laytown Rd),132621,53.67417,-6.28644
7338653551721285931,Julianstown (The Lime Kiln),100651,53.6725,-6.28537
7338653551721420981,Kanturk (Newmarket Rd Amenity Park),235701,52.1781,-8.90567
7338653551721420991,Kanturk (Newmarket Rd Opp Park),235711,52.17816,-8.90553
7338653551721796731,Kanturk (Strand St Credit Union),611451,52.17654,-8.90461
7338653551721415861,Kanturk (Strand St Supervalu),230581,52.17657,-8.90504
7338653551722184732,Keadue (McCabes Pub),559211,54.05094,-8.13724
7338653551721744481,Keadue (O Donnells),559201,54.05078,-8.13687
7338653551721538451,Keanes Road Cross (northbound stop),353171,52.19498,-7.12288
7338653551721516361,Keanes Road Cross (southbound stop),331081,52.19606,-7.12115
7338653551721422801,Kearneys Cross (Northbound),237521,51.9433,-8.39833
7338653551721423031,Kearneys Cross (Southbound),237751,51.94202,-8.3973
7338653551721739941,Keash (Opp Wards Shop),554661,54.04553,-8.44591
7338653551721739921,Keash (Wards Shop),554641,54.0455,-8.4457
7338653551721319001,Keatings Park (Southbound),133721,53.27788,-6.49176
7338653551721715651,Keel (Minaun View Bar),530371,53.97621,-10.08046
7338653551721715531,Keel (Opp Minaun View Bar),530251,53.97619,-10.08046
7338653551721743011,Keenagh (Northbound),557731,53.62384,-7.816
7338653551721743031,Keenagh (Southbound),557751,53.62387,-7.81587
7338653551721288681,Kelleghers Cross (Eastbound),103401,53.42049,-6.76777
7338653551721319011,Kelleghers Cross (Westbound),133731,53.42013,-6.73621
7338653551721186382,Kells (Bus Depot),1102,53.73955,-6.89938
7338653551721186381,Kells (Bus Depot),1101,53.73955,-6.89938
7338653551721287001,Kells (Business Park),101721,53.73591,-6.8998
7338653551721287011,Kells (Cavan Road),101731,53.7307,-6.88485
7338653551721536021,Kells (Kerry) (Opp Post Office),350741,52.01287,-10.09848
7338653551721822541,Kells (Kerry) (Post Office),637261,52.01277,-10.09887
7338653551721286701,Kells (Opp Business Park),101421,53.7365,-6.90174
7338653551721320511,Kells (Parochial House),135231,53.72679,-6.87439
7338653551721320521,Kells (SuperValu),135241,53.72939,-6.88105
7338653551721320671,Kells (Town Hall),135391,53.72671,-6.87342
7338653551721521761,Kellys Cross (Northbound),336481,52.83416,-8.88199
7338653551721521721,Kellys Cross (Southbound),336441,52.83407,-8.88184
7338653551721187081,Kenmare (Bus Parking),1801,51.88006,-9.58337
7338653551721187082,Kenmare (Bus Parking),1802,51.88006,-9.58337
7338653551721440891,Kenmare (Tom Crean Fish & Wine),255611,51.87919,-9.58125
7338653551721317671,Kennedys Bridge (Op Thatch Cottage),132391,53.28781,-6.89477
7338653551721290021,Kennedys Bridge Eastbound,104741,53.28765,-6.89443
7338653551721485381,Kennedys Cross (Northbound),300101,53.01136,-8.64598
